Gr. Nr.,Ebene,Gruppierung,Domain,AS,CMS
21/01/10,Stamm,"Koblenz-Güls, Seepfadfinder",seepfadfinder-koblenz.de,EVANZO e-commerce GmbH,WordPress
21/01/11,Stamm,"Rhens, St. Theresia",dpsg-rhens.de,IONOS SE,WordPress
21/01/14,Stamm,"Bassenheim, St. Martin",pfadfinder-bassenheim.de,Hetzner Online GmbH,WordPress
21/01/16,Stamm,Koblenz-Asterstein,dpsg-asterstein.de,Strato GmbH,Unknown
21/01/17,Stamm,"Münstermaifeld, Maifeld-Scouts",maifeld-scouts.de,Strato GmbH,WordPress
21/02/00,Bezirk,Bezirk Mittelmosel,-,,
21/02/01,Stamm,"Bernkastel-Kues, Moselfranken",-,,
21/02/02,Stamm,"Bernkastel-Kues, Westgoten",westgoten.de,Neue Medien Muennich GmbH,WordPress
21/02/05,Stamm,"Rachtig, Deutschherren",pfadfinder-rachtig.de,IONOS SE,WordPress
21/02/07,Stamm,Kaisersesch,dpsg-kaisersesch.de,dogado GmbH,Unknown
21/02/12,Stamm,"Wittlich, St. Rochus",-,,
21/03/00,Bezirk,Bezirk Rhein-Hunsrück-Nahe,-,,
21/03/01,Stamm,"Kirn-Sulzbach, St. Michael",-,,
21/03/03,Stamm,"Bad Kreuznach, Franziskus",dpsg-kh.de,Strato GmbH,WordPress
21/03/04,Stamm,"Rheinböllen, Soonwald",dpsg-rheinboellen.de,IONOS SE,Microsoft FrontPage 5.0
21/03/05,Stamm,"Waldalgesheim, Alagastesheim",pfadfinder-waldalgesheim.de,IONOS SE,WordPress
21/03/06,Stamm,Sohren,-,,
21/03/07,Stamm,St. Rupertus Bingerbrück,dpsg-bingerbrueck.de,webhoster.de AG,Unknown
21/04/00,Bezirk,Bezirk Rhein-Wied,dpsg-rhein-wied.de,TelemaxX Telekommunikation GmbH,WordPress
21/04/01,Stamm,"Neuwied-Oberbieber, St. Bonifatius",pfadfinder-oberbieber.de,"Cloudflare, Inc.",WordPress
21/04/02,Stamm,Kurtscheid,dpsg-kurtscheid.de,dogado GmbH,WordPress
21/04/03,Stamm,"Neuwied-Feldkirchen, St. Michael",dpsg-st-michael.de,IONOS SE,WordPress
21/04/04,Stamm,DPSG Neuwied-City,dpsg-neuwied-city.de,HL komm Telekommunikations GmbH,Unknown
21/04/06,Stamm,Rheinbrohl,-,,
21/04/08,Siedlung,Bad Hönningen,-,,
21/04/12,Stamm,"Neuwied-Engers, St. Martin",pfadfinder-engers.de,SpaceNet AG,WordPress
21/04/13,Stamm,"Neuwied, Heimbach-Weis",dpsg-heimbach-weis.de,OVH SAS,WordPress
21/04/14,Stamm,Neuwied-Gladbach,dpsg-gladbach.de,netcup GmbH,WordPress
21/04/17,Stamm,"Leutesdorf, Marcel Callo",-,,
21/05/00,Bezirk,Bezirk Saarbrücken,dpsg-saarbruecken.de,netcup GmbH,WordPress
21/05/02,Stamm,"Dudweiler, St. Bonifatius",-,,
21/05/05,Stamm,"Köllerbach, Herz Jesu",dpsg-koellerbach.de,one4vision GmbH,Unknown
21/05/06,Stamm,"Friedrichsthal, Wikinger",dpsg-friedrichsthal.de,one4vision GmbH,WordPress
21/05/07,Stamm,"Klarenthal, St. Bartholomäus",dpsg-klarenthal.de,Strato GmbH,WordPress
21/05/11,Stamm,"Ludweiler, Warndt-Scouts",dpsg-warndt-scouts.de,one4vision GmbH,TYPO3
21/05/12,Stamm,"Saarbrücken, Brebach",dpsgbrebach.de,EVANZO e-commerce GmbH,DokuWiki
21/06/00,Bezirk,Bezirk Saar-Hochwald,-,,
21/06/01,Stamm,"DPSG Roden, Stamm Graf Folke Bernadotte Saarlouis-Roden",dpsg-roden.de,netcup GmbH,WordPress
21/06/02,Siedlung,"Perl, St. Gervasius & Protasius",-,,
21/06/04,Stamm,"Rehlingen-Siersburg, St. Nikolaus",dpsg-rehlingen.de,"Cloudflare, Inc.",HTTP Status 403
21/06/07,Stamm,DPSG Saarlouis Stamm Beaumarais,dpsg-beaumarais.de,Hetzner Online GmbH,HTTP Status 404
21/06/08,Stamm,"Hülzweiler, St. Laurentius",dpsg-huelzweiler.de,Mittwald CM Service GmbH und Co. KG,TYPO3
21/07/00,Bezirk,Bezirk Schaumberg-Blies,-,,
21/07/02,Stamm,"Illingen, St. Stephan, Die Adler",die-adler-illingen.de,Hetzner Online GmbH,HTTP Status 404
21/07/04,Stamm,Hasborn,dpsg-hasborn.de,MK Netzdienste Verwaltungs GmbH trading as MK Netzdienste GmbH & Co. KG,WordPress
21/07/12,Stamm,"Neunkirchen, St. Pius",-,,
21/08/00,Bezirk,Bezirk Sieg,dpsg-bezirk-sieg.de,Strato GmbH,Unknown
21/08/02,Stamm,"Kirchen, St. Michael",-,,
21/08/03,Stamm,Niederfischbach,-,,
21/08/04,Stamm,"Betzdorf, St. Ignatius",-,,
21/08/05,Stamm,Niederschelderhütte/Birken,-,,
21/09/00,Bezirk,Bezirk Trier,dpsg-bezirk-trier.de,IONOS SE,WordPress
21/09/02,Stamm,"Trier-Euren, Helena/Tempelherren",dpsg-tempelherren.de,IONOS SE,WordPress
21/09/03,Stamm,"Trier-Pfalzel, Pankratius",dpsg-pfalzel.de,Neue Medien Muennich GmbH,Unknown
21/09/06,Stamm,"Saarburg-Beurig, St. Franziskus",-,,
21/09/08,Siedlung,"Trier-Tarforst, Centarburs",dpsg-centarburs-trier.de,IONOS SE,WordPress
21/09/10,Stamm,"Trier-Heiligkreuz, Santa Cruz",dpsg-santacruz-trier.de,IONOS SE,WordPress
21/09/13,Stamm,"Föhren, Don Bosco",-,,
21/10/00,Bezirk,Bezirk Eifel / Ahr,dpsg-eifel-ahr.de,dogado GmbH,Unknown
21/10/01,Stamm,Adenau,dpsg-adenau.de,Hetzner Online GmbH,WordPress
21/10/03,Stamm,"Grafschaft Ringen, G. Galilei",dpsg-ringen.net,dogado GmbH,Unknown
21/10/04,Stamm,"Andernach, St. Michael",dpsg-andernach.de,Nawork Internet Informationssysteme GmbH,WordPress
21/10/05,Stamm,Balu Hillesheim,stamm-balu.de,Neue Medien Muennich GmbH,WordPress
21/10/06,Stamm,"Weißenthurm/Kettig, Feuer und Flamme",dpsg-feuerundflamme.de,Neue Medien Muennich GmbH,NameResolutionError
21/10/07,Stamm,"Kruft, Dionysius",-,,
21/10/10,Stamm,Saffig Pellenzbande,-,,
21/10/11,Stamm,"Andernach, Am Nastberg Eich",-,,
22/00/00,Diözese,Diözesanverband Würzburg,dpsg-wuerzburg.de,netcup GmbH,TYPO3
22/01/00,Bezirk,Bezirk Untermain,-,,
22/01/01,Stamm,"Aschaffenburg-Innenstadt, Johannisburg",stamm-johannisburg.de,netcup GmbH,Unknown
22/01/02,Stamm,"Mainaschaff, Ascapha",pfadfinderhaus.de,Strato GmbH,WordPress
22/01/03,Stamm,"Stockstadt, Mauritius",dpsg-stockstadt.de,IONOS SE,Unknown
22/01/04,Stamm,"Aschaffenburg-Gailbach, Guy de Larigaudie e.V.",dpsg-gailbach.de,Strato GmbH,Unknown
22/01/05,Stamm,"Großwallstadt, Impeesa",-,,
22/01/08,Stamm,Aschaffenburg/Schweinheim,dpsg-schweinheim.de,Host Europe GmbH,gpEasy CMS
22/01/09,Stamm,"Heimbuchenthal, Schwarzkittel",dpsg-heimbuchenthal.de,Hostinger International Limited,WordPress
22/01/10,Stamm,Albstadt,stamm-albstadt.de,Hetzner Online GmbH,Unknown
22/01/11,Stamm,"Mönchberg, Aubachtal",-,,
22/01/12,Stamm,"Elsenfeld, Germania",stammgermania.de,Neue Medien Muennich GmbH,WordPress
22/01/13,Stamm,Alzenau,dpsg-alzenau.de,One.com A/S,Unknown
22/01/14,Stamm,Großostheim,pfadfinder-grossostheim.de,Strato GmbH,Unknown
22/03/00,Bezirk,Bezirk St. Kilian,bezirk-st-kilian.de,Strato GmbH,TYPO3
22/03/04,Stamm,"Würzburg-Lengfeld, St. Burkard",pfadfinder-lengfeld.de,Host Europe GmbH,HTTP Status 400
22/03/05,Stamm,"Würzburg-Sanderau, Fred Joseph",fred-joseph.de,IONOS SE,IONOS MyWebsite
22/03/06,Stamm,"Würzburg-Heidingsfeld, Tilly",-,,
22/03/07,Stamm,"Würzburg-Rottenbauer, Wolfskeel",stamm-wolfskeel.de,Host Europe GmbH,WordPress
22/03/09,Stamm,"Würzburg-Frauenland, Greiffenclau",greiffenclau.de,TelemaxX Telekommunikation GmbH,WordPress
22/05/00,Bezirk,Bezirk Genesis Nord,dpsg-bezirk-geno.de,netcup GmbH,WordPress
22/05/01,Stamm,"Gerolzhofen, Gralsritter",-,,
22/05/03,Stamm,"Euerbach, St. Michael",-,,
22/05/04,Stamm,"Schweinfurt, Tokwon",-,,
22/05/05,Stamm,"Niederwerrn, von Münster",dpsg-niederwerrn.de,Strato GmbH,WordPress
22/05/06,Stamm,"Mellrichstadt, Martin Pollich",-,,
22/05/08,Stamm,Ostheim,-,,
22/05/09,Stamm,"Haßfurt, Lichtenstein",dpsg-hassfurt.de,Hetzner Online GmbH,WordPress
22/05/12,Stamm,"Münnerstadt, Kreuzritter",pfadfinder-muennerstadt.de,Strato GmbH,Unknown
22/05/13,Stamm,"Bad Kissingen, Henneberg",pfadfinder-badkissingen.de,Michael Rottmann trading as Pixel X e.K.,WordPress
22/05/15,Stamm,Nordheim/Rhön,-,,
22/05/16,Stamm,Stockheim,-,,
22/05/18,Stamm,"Oberelsbach, Buchonia",dpsg-buchonia.de,dogado GmbH,WordPress
22/08/00,Bezirk,Bezirk Main-Spessart,-,,
22/08/02,Stamm,"Lohr-Sackenbach, Bonifatius",-,,
22/08/03,Stamm,DPSG Stamm Roncalli Partenstein,-,,
22/08/06,Stamm,"Lohr-Sendelbach, St. Josef",dpsg-sendelbach.de,IONOS SE,WordPress
22/10/00,Bezirk,Bezirk Mainfranken,-,,
22/10/01,Stamm,"Randersacker, St. Stephanus",-,,
22/10/02,Stamm,"Ochsenfurt, Konradin",-,,
22/10/05,Stamm,"Rimpar,Tilman Riemenschneider",dpsg-rimpar.de,Host Europe GmbH,WordPress
22/10/06,Stamm,Reichenberg/Hattenhausen,stamm-hattenhausen.de,uvensys GmbH,Unknown
22/10/09,Stamm,Stadtschwarzach,dpsg-schwarzach.de,IONOS SE,MyWebsite NOW
22/10/11,Stamm,"Leinach, Kardinal Döpfner",dpsg-leinach.de,IONOS SE,WordPress
22/10/12,Stamm,"Eisingen, St. Nikolaus",-,,
22/10/13,Stamm,Wertheim,-,,
31/00/00,Diözese,Diözesanverband Magdeburg,dpsg-magdeburg.de,IONOS SE,WordPress
31/11/02,Stamm,"Magdeburg, Unser lieben Frauen",dpsg-md.de,dogado GmbH,WordPress
31/15/01,Stamm,"Sangerhausen-Altstadt, St. Jutta",-,,
31/16/01,Stamm,"Badersleben, Sankt Martin e.V.",dpsg-badersleben.de,Hetzner Online GmbH,Unknown
31/16/02,Stamm,"Blankenburg, St. Josef",dpsg-blankenburg.de,Strato GmbH,WordPress
31/17/05,Stamm,"Halle (Saale), Phönix",dpsg-halle.de,"DigitalOcean, LLC",Hugo
31/17/06,Siedlung,Burgenlandfalken Weißenfels,-,,
31/19/02,Stamm,Drachentöter Dresden,dpsg-dresden.de,Strato GmbH,Unknown
31/19/03,Stamm,"Leipzig, Tilia",dpsg-leipzig.de,Strato GmbH,WordPress
32/00/00,Diözese,Diözesanverband Erfurt,dpsg-thueringen.de,webgo GmbH,WordPress
32/00/01,Stamm,"Jena, St. Michael",-,,
32/60/03,Stamm,"Uder, St. Jakobus",-,,
32/60/04,Stamm,"Heiligenstadt, St. Aegidien",-,,
32/60/08,Stamm,"Erfurt, St. Elisabeth",pfadfinder-erfurt.de,webgo GmbH,WordPress
32/60/09,Stamm,"Weimar, Marcel Callo",-,,
32/60/13,Stamm,"Niederorschel, St. Marien",-,,
33/00/00,Diözese,Diözesanverband Hamburg,dpsg-hamburg.de,Neue Medien Muennich GmbH,WordPress
33/00/01,Siedlung,Kiel Damiano,dpsg-kiel.de,Neue Medien Muennich GmbH,WordPress
33/00/02,Stamm,"Hamburg-Eimsbüttel, Wilder Weiher",dpsg-eimsbuettel.de,UD Media GmbH,WordPress
33/00/03,Siedlung,"Glinde, GerLinde",dpsg-glinde.de,Neue Medien Muennich GmbH,WordPress
33/02/01,Stamm,"Hamburg-Rahlstedt, Mutter Teresa",dpsg-rahlstedt.de,Neue Medien Muennich GmbH,WordPress
33/02/02,Stamm,"Hamburg-Hamm, Charles de Foucauld",dpsg-hamburg-hamm.de,IONOS SE,WordPress
33/02/03,Stamm,"Hamburg-Farmsen, St. Ansgar",dpsg-farmsen.de,comtrance service GmbH,HTTP Status 401
33/02/04,Stamm,"Hamburg-Blankenese, Jacques Marquette",dpsg-blankenese.de,Strato GmbH,Unknown
33/02/05,Stamm,"Hamburg-Harburg, Kardinal Graf  v. Galen",dpsg-harburg.de,dogado GmbH,WordPress
33/02/06,Stamm,"Hamburg-Neugraben, Störtebeker",dpsg-stoertebeker.de,MK Netzdienste Verwaltungs GmbH trading as MK Netzdienste GmbH & Co. KG,HTTP Status 500
33/02/08,Stamm,"Hamburg-Poppenbüttel, Don Bosco",stamm-donbosco.de,Neue Medien Muennich GmbH,WordPress
33/02/10,Stamm,"Hamburg-Volksdorf, St. Martin",pfadfinder-volksdorf.de,"Cloudflare, Inc.",WordPress
33/02/12,Stamm,"Ahrensburg, Camilo Torres",dpsg-ahrensburg.de,"Cloudflare, Inc.",Hugo
33/02/13,Stamm,"Norderstedt, St. Hedwig",dpsg-norderstedt.de,Strato GmbH,WordPress
33/02/15,Stamm,"Hamburg-Altona, Große Freiheit",dpsg-altona.de,"New Dream Network, LLC",WordPress
33/02/17,Stamm,"Hamburg-Eidelstedt, Santa Lucia",-,,
33/03/03,Stamm,"Lübeck, Johannes Prassek",dpsg-luebeck.de,Haendle & Korte GmbH,WordPress
33/03/04,Stamm,"Rendsburg, Stern des Nordens",dpsg-rendsburg.de,Neue Medien Muennich GmbH,WordPress
33/03/05,Stamm,"Bargteheide, Nepomuk",dpsg-bargteheide.de,comtrance service GmbH,Unknown
33/03/06,Stamm,Digna Ochoa Quickborn,dignao.de,Deutsche Telekom AG,Unknown
33/03/07,Stamm,dpsg  Stamm Nelson Mandela Halstenbek/Pinneberg,dpsg-halstenbek-pinneberg.de,SpaceNet AG,Joomla
33/03/09,Stamm,"Itzehoe, Geschwister Scholl",dpsg-iz.de,dogado GmbH,WordPress
